track,sample,lon,lat,pressure
Invest_GEFS,17,117.0,49.5,998.3102
Invest_GEFS,17,100.0,41.5,997.9874
Invest_GEFS,17,100.5,41.0,994.29
Invest_GEFS,17,100.5,41.0,992.77325
Invest_GEFS,17,109.0,19.5,992.1236
Invest_GEFS,17,108.0,20.0,990.2718
Invest_GEFS,17,108.0,21.5,989.95624
Invest_GEFS,17,108.0,22.0,991.6732
Invest_GEFS,17,110.0,35.5,993.1615
Invest_GEFS,17,106.0,30.0,994.7314
Invest_GEFS,17,106.0,30.5,994.18274
Invest_GEFS,17,105.5,30.0,994.6844
Invest_GEFS,17,101.0,41.5,994.2667
Invest_GEFS,17,101.5,41.0,993.3903
Invest_GEFS,18,161.5,47.5,985.2461
Invest_GEFS,18,164.0,48.5,985.18555
Invest_GEFS,18,166.5,49.0,987.78674
Invest_GEFS,18,170.0,50.5,991.70526
Invest_GEFS,18,171.0,51.5,994.9135
Invest_GEFS,18,168.0,12.5,999.0005
Invest_GEFS,18,168.5,14.0,995.68756
Invest_GEFS,18,168.5,15.5,992.7512
Invest_GEFS,18,168.0,16.0,989.6702
Invest_GEFS,18,167.0,17.0,988.1943
Invest_GEFS,18,166.5,17.5,986.53467
Invest_GEFS,18,166.0,18.0,983.8488
Invest_GEFS,18,164.5,19.0,979.7008
Invest_GEFS,18,163.5,19.5,977.28217
Invest_GEFS,18,163.0,20.5,974.4646
Invest_GEFS,18,162.5,22.5,972.6089
Invest_GEFS,18,162.5,25.0,971.4649
Invest_GEFS,18,162.0,28.0,968.1657
Invest_GEFS,18,162.0,31.5,970.5361
Invest_GEFS,18,162.5,34.5,977.38367
Invest_GEFS,18,163.0,36.5,984.2615
Invest_GEFS,19,162.0,48.0,984.4757
Invest_GEFS,19,164.5,48.0,984.78546
Invest_GEFS,19,167.5,49.0,987.84674
Invest_GEFS,19,171.0,51.0,992.5835
Invest_GEFS,19,174.0,53.0,995.8354
Invest_GEFS,19,166.0,10.0,996.89526
Invest_GEFS,19,165.0,11.0,992.7104
Invest_GEFS,19,164.5,12.0,987.07416
Invest_GEFS,19,163.5,13.0,983.4698
Invest_GEFS,19,163.0,14.0,978.8647
Invest_GEFS,19,162.0,15.0,974.97736
Invest_GEFS,19,161.5,15.5,971.4511
Invest_GEFS,19,160.5,17.0,966.5019
Invest_GEFS,19,159.0,18.0,963.48413
Invest_GEFS,19,158.0,19.5,962.4014
Invest_GEFS,19,156.5,21.5,963.6052
Invest_GEFS,19,155.0,24.0,963.461
Invest_GEFS,19,154.0,26.0,962.7467
Invest_GEFS,19,152.5,27.5,965.1206
Invest_GEFS,19,152.0,29.5,966.7648
Invest_GEFS,19,152.5,31.5,972.6314
Invest_GEFS,20,162.0,47.5,983.8985
Invest_GEFS,20,164.5,48.5,983.0734
Invest_GEFS,20,167.5,49.0,986.3473
Invest_GEFS,20,171.5,50.5,990.0089
Invest_GEFS,20,174.5,52.5,993.9854
Invest_GEFS,20,117.0,54.0,998.5432
Invest_GEFS,20,163.0,12.5,997.2731
Invest_GEFS,20,161.0,14.0,995.8491
Invest_GEFS,20,100.0,41.5,995.584
Invest_GEFS,20,158.5,16.0,991.91547
Invest_GEFS,20,157.5,16.0,985.3208
Invest_GEFS,20,156.0,16.0,980.1171
Invest_GEFS,20,154.5,16.0,975.93463
Invest_GEFS,20,152.5,16.5,972.3267
Invest_GEFS,20,150.5,17.0,967.266
Invest_GEFS,20,149.5,18.0,962.3965
Invest_GEFS,20,148.0,19.0,961.00903
Invest_GEFS,20,147.0,21.0,960.4467
Invest_GEFS,20,144.5,23.0,958.0948
Invest_GEFS,20,142.0,25.0,951.85376
Invest_GEFS,20,139.5,26.5,948.60376
Invest_GEFS,21,162.5,47.5,984.2743
Invest_GEFS,21,164.5,48.5,981.83984
Invest_GEFS,21,168.0,48.5,984.8563
Invest_GEFS,21,171.0,51.0,988.752
Invest_GEFS,21,172.0,52.0,992.45624
Invest_GEFS,21,119.0,53.5,995.35205
Invest_GEFS,21,124.5,52.0,996.1267
Invest_GEFS,21,121.5,44.0,995.54956
Invest_GEFS,21,123.5,45.5,995.92096
Invest_GEFS,21,100.0,41.5,993.97424
Invest_GEFS,21,100.0,41.5,989.90894
Invest_GEFS,21,156.5,18.5,987.4838
Invest_GEFS,21,154.5,19.0,984.5521
Invest_GEFS,21,153.0,19.5,981.4201
Invest_GEFS,21,151.0,19.5,974.6839
Invest_GEFS,21,149.5,20.5,971.3223
Invest_GEFS,21,148.5,22.0,968.2354
