# If this file contains data that relates to a time no more than 48 hours ago,
# BY USING IT YOU AGREE TO THE LEGALLY BINDING TERMS OF USE FOUND AT
#   https://storage.googleapis.com/weathernext-public/terms-of-use.pdf
# Any data that relates to a time more than 48 hours ago is licensed under the
# Creative Commons Attribution International License, Version 4.0 (CC BY 4.0).
# BEGIN DATA
init_time,track_id,sample,valid_time,lead_time,lead_time_hours,lat,lon,minimum_sea_level_pressure_hpa,maximum_sustained_wind_speed_knots,radius_of_maximum_winds_km,radius_34_knot_winds_ne_km,radius_34_knot_winds_se_km,radius_34_knot_winds_sw_km,radius_34_knot_winds_nw_km,radius_50_knot_winds_ne_km,radius_50_knot_winds_se_km,radius_50_knot_winds_sw_km,radius_50_knot_winds_nw_km,radius_64_knot_winds_ne_km,radius_64_knot_winds_se_km,radius_64_knot_winds_sw_km,radius_64_knot_winds_nw_km
2026-07-05 12:00:00,4,0,2026-07-13 12:00:00,8 days 00:00:00,192,16.34,134.89,980.8,72.0,26.6183153204787,106.36907738926834,80.72550200918886,71.8821809573144,105.78472273701868,49.29985831754459,40.47718700067173,28.8094409775066,42.30658116593952,26.6183153204787,18.12039345086424,12.91427314795311,18.01638299726244
2026-07-05 12:00:00,4,0,2026-07-13 18:00:00,8 days 06:00:00,198,16.84,133.96,998.2,46.6,28.87172152266088,104.74745876089744,88.09507796046158,72.95916430551831,88.08790796264861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-05 12:00:00,4,0,2026-07-14 00:00:00,8 days 12:00:00,204,17.34,133.06,986.9,65.9,9.449116914397734,151.22047706821036,139.79598426004782,112.84771092063444,138.89479193272507,39.00899390995736,35.35203947800838,30.20819242474286,33.40860356531854,0.0,0.0,0.0,9.449116914397734
2026-07-05 12:00:00,4,0,2026-07-14 06:00:00,8 days 18:00:00,210,17.52,132.93,996.3,47.8,44.65703399528685,122.56997004516994,103.809723534442,77.05985678386824,92.74653603821456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-05 12:00:00,4,0,2026-07-14 12:00:00,9 days 00:00:00,216,17.88,132.45,988.4,55.4,50.528215319704,120.76129176790715,101.79941296649088,76.17535889736752,97.0147366728806,50.528215319704,0.2668484355816032,0.0,0.5482132379161486,0.0,0.0,0.0,0.0
2026-07-05 12:00:00,4,0,2026-07-14 18:00:00,9 days 06:00:00,222,17.96,132.1,988.4,54.0,28.292757883145583,156.60470133790284,136.58886431554436,115.40601188116676,135.77826053629548,85.97363884176684,80.29359667489081,66.98286003102257,71.09238666862706,0.0,0.0,0.0,0.0
2026-07-05 12:00:00,4,0,2026-07-15 00:00:00,9 days 12:00:00,228,18.21,132.2,989.4,58.1,33.14073542489136,154.8803094424834,152.71860882631964,123.78070839308816,132.8125353608314,33.14073542489136,3.522917889644098,1.007405263203815,2.288580325565557,0.0,0.0,0.0,0.0
2026-07-05 12:00:00,4,0,2026-07-15 06:00:00,9 days 18:00:00,234,18.15,132.34,987.0,53.6,64.8452161953901,225.1098216569808,232.30167099880052,188.6390184866032,189.59532676287927,1.4780005315387823,64.8452161953901,0.072531597703346,0.0,0.0,0.0,0.0,0.0
2026-07-05 12:00:00,4,0,2026-07-15 12:00:00,10 days 00:00:00,240,18.3,132.7,975.6,64.7,39.42468804599109,171.91192328752066,187.0160714469508,180.30789313715908,165.21212315149643,60.02052811409979,60.74561733107512,54.31122504857044,51.89265460120713,0.0,0.0,39.42468804599109,0.0
2026-07-05 12:00:00,4,0,2026-07-15 18:00:00,10 days 06:00:00,246,18.62,133.35,970.8,71.8,42.77843660056027,218.06791601216685,230.5755184785949,203.66800007063569,188.9489336229296,42.77843660056027,42.77843660056027,24.93038522464885,23.77143701517308,42.77843660056027,0.0,0.0,0.0
2026-07-05 12:00:00,4,0,2026-07-16 00:00:00,10 days 12:00:00,252,18.64,133.37,972.7,70.6,30.6126466047756,138.90839855723314,165.68975940547193,143.56448446823467,117.84534210701494,30.6126466047756,31.52276700527208,23.63407866231243,22.4185689986426,30.6126466047756,11.596299630753718,8.557374620354146,9.167006609893324
2026-07-05 12:00:00,4,0,2026-07-16 06:00:00,10 days 18:00:00,258,18.83,133.91,972.0,66.3,58.37855212817496,150.37792381432655,169.97614167832415,153.22841994029608,130.25149876611724,70.10128574131862,71.96707978389713,59.16826295963254,60.53177889778692,58.37855212817496,33.46193880127886,26.382701950107887,29.01572561105108
2026-07-05 12:00:00,4,0,2026-07-16 12:00:00,11 days 00:00:00,264,19.16,134.2,967.3,79.2,34.88612533671618,219.49572072459875,250.99116268276103,216.3033977738339,167.41998602610917,34.88612533671618,0.8797073445085668,34.88612533671618,0.0,34.88612533671618,0.0,0.0,0.0
2026-07-05 12:00:00,4,0,2026-07-16 18:00:00,11 days 06:00:00,270,19.08,134.49,962.6,85.3,37.05478213978722,241.10260998911792,266.2973688070712,220.39497634243088,195.9654091946325,133.8435640864329,136.20174897374014,116.24676888508104,113.28074064667376,71.37922788222308,70.58049168422144,60.94650565914007,62.68533642343223
2026-07-05 12:00:00,4,0,2026-07-17 00:00:00,11 days 12:00:00,276,19.49,134.35,970.6,71.6,53.82887506541694,201.8607474768395,216.6601439221801,178.60919646119982,179.12415025400838,118.61649861319556,113.59599194086704,95.86971730449493,100.48937572367925,61.44242519932392,58.72506198243978,48.94338498990607,52.72978092423142
2026-07-05 12:00:00,4,0,2026-07-17 06:00:00,11 days 18:00:00,282,19.87,134.59,959.3,89.5,39.82890751703804,294.722925804389,317.74190069725614,294.0542761869386,263.4433305438977,172.43351895504526,178.28117879699923,157.4167687937864,152.0145105108192,95.33612903027812,94.72477673320054,82.18876905222525,84.01229027840363
2026-07-05 12:00:00,4,0,2026-07-17 12:00:00,12 days 00:00:00,288,19.84,134.57,969.5,82.3,53.54150395435087,200.3165764464423,221.4743398471372,223.63484632919247,202.6856269593803,128.03318577498428,128.56932301057972,118.13888723612504,115.12988841390614,72.00633223399879,71.6400610970531,64.5476924395516,64.69531279276686
2026-07-05 12:00:00,4,0,2026-07-17 18:00:00,12 days 06:00:00,294,20.09,134.69,963.2,83.3,45.00008165942644,244.96551819890112,267.14783003196743,236.84952806655087,216.519875087122,145.1865860661962,142.64269212142767,124.05015051096927,126.48003986166758,77.11014647380983,76.28564525044348,65.07617480320826,68.03557326783628
2026-07-05 12:00:00,4,0,2026-07-18 00:00:00,12 days 12:00:00,300,20.22,134.44,971.4,75.1,59.137432954071656,253.516829528983,259.4708176202548,241.46388597942556,246.81139531304524,162.65412760011452,156.64848265128052,139.45056247891347,144.8054703714994,88.37358464875217,85.89948890283509,74.65535769745793,79.17636277755182
2026-07-05 12:00:00,4,0,2026-07-18 06:00:00,12 days 18:00:00,306,20.28,134.59,961.4,77.6,60.473236414507326,301.56406958141065,331.6964077279497,302.81135484069694,272.8727252845724,162.4907410788112,169.24848578185748,154.0347103015282,145.5344421199565,91.43902716643828,91.77364601690218,80.48655969637429,80.75860011416256
2026-07-05 12:00:00,4,0,2026-07-18 12:00:00,13 days 00:00:00,312,20.54,134.22,962.1,84.3,41.46340642272165,255.4605498949437,251.73131079531743,231.590923397514,228.2259654952352,150.089473419713,144.41053390625896,126.0880246577646,134.5453220639771,81.79103148678124,78.15553305803967,66.66455170198238,71.78912639180108
2026-07-05 12:00:00,4,0,2026-07-18 18:00:00,13 days 06:00:00,318,21.28,133.76,963.2,81.1,32.98547121393025,319.3618234535975,294.9873646570033,263.8462190477302,290.1451029692146,182.789247947404,168.94766504616496,146.4334718459188,161.99509782489378,97.32570138862376,90.98621301642628,75.90191497968885,85.21857273903406
2026-07-05 12:00:00,4,0,2026-07-19 00:00:00,13 days 12:00:00,324,21.34,133.48,947.6,99.7,28.06191871783213,201.1569375497848,168.6724924352048,165.91978680308478,182.6632799647505,75.9438417313208,62.69099955032354,53.5986500923629,71.2101351197717,38.375610863433366,32.763845442632885,27.01827601130094,33.218678097831614
2026-07-05 12:00:00,4,0,2026-07-19 06:00:00,13 days 18:00:00,330,21.57,132.44,958.8,82.6,20.99482217906873,265.6354778164191,241.770292140303,213.01503668457167,233.5917831082627,141.15662730387248,130.99047357983216,110.03920214938488,125.2326234557362,75.177532092827,70.20498684256762,57.85081938656597,65.5419606891839
2026-07-05 12:00:00,4,0,2026-07-19 12:00:00,14 days 00:00:00,336,21.54,132.53,950.6,97.1,17.486039366149342,327.0183574199963,308.2025015105705,283.30539864841944,301.71943519549825,183.2196574398573,171.85655713761645,150.8185420312972,165.3674891029587,98.39266520298509,92.45722083343908,78.2857220303932,87.12662051293592
2026-07-05 12:00:00,4,0,2026-07-19 18:00:00,14 days 06:00:00,342,22.34,131.82,958.8,90.2,31.467387191642576,329.9593152485264,300.25270308325486,282.5313017835754,304.46580241477955,189.60030786838905,177.34825771272733,154.53901639334265,169.62149004434542,102.68979620535484,96.3399824295603,80.73098143103694,90.39866674440388
2026-07-05 12:00:00,4,0,2026-07-20 00:00:00,14 days 12:00:00,348,22.9,131.34,952.6,95.0,51.53198426259112,261.31514981894804,233.42378622478563,226.50522150104632,244.50675082578823,156.1242331788472,144.05102207794562,125.50462767610784,141.42552673432613,85.94615544574391,79.83207646210712,67.06928116447347,75.84224328578317
2026-07-05 12:00:00,4,0,2026-07-20 06:00:00,14 days 18:00:00,354,23.43,130.37,941.0,106.2,29.03390190958359,281.519334095576,251.58267937075084,207.23207413855107,249.0410071161737,156.87915867773313,138.14152918847714,116.16463163250272,138.76230894775415,84.72179974472954,75.90778194918633,63.11307605611032,74.87452670441473
2026-07-05 12:00:00,4,0,2026-07-20 12:00:00,15 days 00:00:00,360,24.21,129.39,950.2,90.0,26.998457998020868,263.5201078858737,234.65588759436827,201.29303217677813,220.55579560493635,45.71310519481714,38.042398388729296,26.55406442808254,40.515941451163854,26.998457998020868,19.63761972793985,13.843796904656328,20.171563383895315
2026-07-05 12:00:00,8,0,2026-07-15 06:00:00,9 days 18:00:00,234,13.16,-110.55,1002.7,36.2,67.98162982353449,67.98162982353449,9.338983635399444,6.324174850570543,10.673986207619116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-05 12:00:00,8,0,2026-07-15 12:00:00,10 days 00:00:00,240,14.01,-112.09,1002.3,29.9,126.2471502232305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-05 12:00:00,8,0,2026-07-15 18:00:00,10 days 06:00:00,246,13.98,-113.43,1001.8,36.4,122.89299052845766,122.89299052845766,0.5775282813646783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-05 12:00:00,8,0,2026-07-16 00:00:00,10 days 12:00:00,252,14.11,-114.63,999.9,42.6,78.05578006428927,160.7972639025699,140.97069870362725,117.94161992288414,131.82482482898047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-05 12:00:00,8,0,2026-07-16 06:00:00,10 days 18:00:00,258,14.52,-115.64,996.7,49.2,72.96472346316548,9.36722856410508,5.535858839223858,4.082878190072219,72.96472346316548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-05 12:00:00,8,0,2026-07-16 12:00:00,11 days 00:00:00,264,14.59,-117.59,996.7,43.0,44.16550493122724,1.19692016497196,44.16550493122724,11.382958908237937,4.940197631355659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07-05 12:00:00,8,0,2026-07-16 18:00:00,11 days 06:00:00,270,14.41,-119.51,990.0,63.6,49.70002192374832,227.9277368820973,215.76222122230251,181.06209343604772,208.8291008840339,107.77154958909917,103.16063640855845,88.97735095661895,93.6039333541992,0.0,0.0,0.0,0.0
2026-07-05 12:00:00,8,0,2026-07-17 00:00:00,11 days 12:00:00,276,14.6,-120.84,987.6,64.5,28.593930150909763,122.4888345204532,96.79720230775736,87.52711895829844,114.6991876161615,57.25461374886233,48.06386894082786,34.50274699723303,48.83297176613013,28.593930150909763,20.72526135571145,14.858366854237405,20.38129091010481
2026-07-05 12:00:00,8,0,2026-07-17 06:00:00,11 days 18:00:00,282,14.54,-122.19,986.0,64.9,32.43962759743092,113.6019331604696,87.98152529055578,83.85123096349376,107.27731991361802,81.23915434136988,73.39320881174586,63.14106734905404,69.51207436767943,0.0,0.0,0.0,32.43962759743092
2026-07-05 12:00:00,8,0,2026-07-17 12:00:00,12 days 00:00:00,288,14.79,-123.39,983.3,70.1,28.76566238801329,157.49217393800603,128.98873430044003,104.49918177081324,147.09642631233967,76.87774662127053,63.59409352601753,45.69770231803948,63.89894155744838,33.25857513123897,28.02347545798881,20.51542615317234,27.81368608425741
2026-07-05 12:00:00,8,0,2026-07-17 18:00:00,12 days 06:00:00,294,14.91,-124.75,982.6,67.0,39.54516626564168,163.34131539060036,132.49550450951665,128.1897651804361,158.72311388249182,83.04335758659045,72.08902422634765,57.23904451207636,75.06577836682709,40.900789787726126,35.6077391515355,27.6378749307612,34.886256048481414
2026-07-05 12:00:00,8,0,2026-07-18 00:00:00,12 days 12:00:00,300,15.21,-126.02,970.3,79.6,22.992328403772973,208.00249306136664,178.00549831161817,150.68110460740857,186.8636061605584,112.10643178892757,92.86655639946208,68.43024247384136,95.59878926019488,54.618744925851736,45.62870245934118,34.976855828418834,46.55110843084499
2026-07-05 12:00:00,8,0,2026-07-18 06:00:00,12 days 18:00:00,306,15.42,-127.05,985.4,70.3,45.418094142065975,239.05696476044736,206.2379004260556,173.18274867882724,210.6767900764248,90.4632163136364,77.91804437870395,61.99566398506185,78.00135766756708,45.418094142065975,38.93210779356817,31.15370238808596,37.93520015727546
2026-07-05 12:00:00,8,0,2026-07-18 12:00:00,13 days 00:00:00,312,15.84,-127.49,984.4,58.6,40.58503350664946,204.22023892524888,182.10369968343585,122.1391926430136,160.81085479149672,40.58503350664946,14.169520751939023,4.888791341473049,13.396035830838244,0.0,0.0,0.0,0.0
2026-07-05 12:00:00,8,0,2026-07-18 18:00:00,13 days 06:00:00,318,16.56,-128.35,979.8,70.6,30.65891427824235,302.8341234894337,266.1830048121026,217.1521024803767,262.4450817364782,99.29901760060524,85.86058039564051,64.76442928463547,82.11378180402284,46.19842704325279,40.89200996536693,31.77259054048193,38.873353893794274
2026-07-05 12:00:00,8,0,2026-07-19 00:00:00,13 days 12:00:00,324,17.11,-128.92,972.3,79.2,41.23983941340043,273.13545577866444,239.67329676357576,176.12917509280123,216.16259670360432,103.86664767769707,85.07003703890655,60.967842523512445,85.25867777807048,50.03955139540585,41.7971039079431,31.31913672428982,40.80263044640469
2026-07-05 12:00:00,8,0,2026-07-19 06:00:00,13 days 18:00:00,330,17.52,-129.97,966.9,88.3,17.409488588978242,264.48764483633954,214.8619219438177,164.4614845816446,236.05156806476455,146.36368136280169,122.97185570754051,94.8183507303536,125.10445897673571,72.53315574135613,62.96491204307745,49.794316139282245,62.14446629896885
2026-07-05 12:00:00,8,0,2026-07-19 12:00:00,14 days 00:00:00,336,18.43,-130.82,981.6,75.4,6.26931488227487,225.36368719642724,180.1227353651799,144.75571346260676,194.48577642362625,110.02843473876736,91.55509713706056,67.43094608845732,92.89101828903084,52.06518327211458,44.3441411112569,33.79166588668225,44.38275787539442
2026-07-05 12:00:00,8,0,2026-07-19 18:00:00,14 days 06:00:00,342,19.16,-131.79,979.7,77.1,20.24297454560165,254.4614204659649,211.29444553096897,176.38589745261373,219.3723186325587,134.28156057375656,118.58878145161287,94.62909284264104,115.39657881605982,65.49324771841792,60.03830759158903,48.23778131948291,57.46889780483759
2026-07-05 12:00:00,8,0,2026-07-20 00:00:00,14 days 12:00:00,348,19.68,-132.7,982.7,63.5,44.787859677347534,200.7455492045881,180.8047672310572,135.5280788657699,159.04605001574075,44.787859677347534,32.12928508881791,16.99637613981061,28.27096750291886,0.0,0.0,0.0,0.0
2026-07-05 12:00:00,8,0,2026-07-20 06:00:00,14 days 18:00:00,354,20.27,-133.56,983.5,61.3,28.386443490123057,230.25229198080336,205.72754150198767,161.05149282506733,192.20138592281364,49.23267748814139,44.60296060226963,35.30341634068067,39.36422896034651,0.0,0.0,0.0,0.0
2026-07-05 12:00:00,8,0,2026-07-20 12:00:00,15 days 00:00:00,360,21.14,-134.7,985.7,58.5,66.97191068403973,281.3601141917584,250.10834039020705,192.73570442981492,237.43457407504388,66.97191068403973,1.3832489660564518,0.0,2.1454397404739423,0.0,0.0,0.0,0.0
2026-07-05 12:00:00,WP092026,0,2026-07-05 12:00:00,0 days 00:00:00,0,13.7,146.9,901.0,154.0,31.0,370.0,296.0,296.0,352.0,,,,,,,,
2026-07-05 12:00:00,WP092026,0,2026-07-05 18:00:00,0 days 06:00:00,6,14.12,145.94,914.5,145.3,5.918237455089496,328.47475561814565,266.00098360516665,256.53696856057127,315.3751721482104,189.56377524601413,168.2273517397348,150.0824899489547,172.4182763883005,105.76553896506212,96.72117237852504,82.47650747884383,95.61237637552964
2026-07-05 12:00:00,WP092026,0,2026-07-06 00:00:00,0 days 12:00:00,12,14.3,144.96,919.2,140.5,35.02539574166153,453.14421778245526,374.6017904364298,346.4209135107829,416.61294322883776,273.14238495085965,253.39933163466665,220.0130915458344,248.9179604956709,151.5145462186305,143.0281341643533,121.98530653078488,137.10488809112763
2026-07-05 12:00:00,WP092026,0,2026-07-06 06:00:00,0 days 18:00:00,18,14.89,143.7,924.4,128.4,20.53936500058836,366.8157847391076,327.7457997167303,283.00255456312186,325.29966482787006,214.7570467461348,193.3006957530762,161.91263038584844,189.1552571643839,118.26307296628964,108.04055179917796,91.4011381316063,105.17005362028192
2026-07-05 12:00:00,WP092026,0,2026-07-06 12:00:00,1 days 00:00:00,24,15.43,142.35,917.6,137.9,10.721777100084015,283.1827405411854,227.3025392922438,222.46394480758943,256.8596926978896,152.2196499906176,131.73278672775498,116.6085856892013,136.74483499470568,84.6811853489794,76.05768162706872,63.6671988859143,76.10630564156759
2026-07-05 12:00:00,WP092026,0,2026-07-06 18:00:00,1 days 06:00:00,30,15.58,140.78,908.2,142.1,38.84640235871522,396.7215759778942,353.26801179225725,335.8832388651661,360.5768774815421,147.301808411857,134.91204031705718,121.47003991555806,137.00664647777043,86.21232689711785,78.688994121327,68.31303644465709,78.04392577380344
2026-07-05 12:00:00,WP092026,0,2026-07-07 00:00:00,1 days 12:00:00,36,15.9,139.38,928.4,132.7,47.71432286726943,501.1866989391847,437.9782509319116,394.64717866860815,463.14086235558057,307.6240222009844,287.9237355832445,253.72654622115363,274.9674901023225,170.21926721644672,161.2639397711963,139.21620260056136,153.9982864442361
2026-07-05 12:00:00,WP092026,0,2026-07-07 06:00:00,1 days 18:00:00,42,16.37,138.0,926.7,125.7,43.92303583828064,495.81577654814686,444.7121345963257,396.5027591335929,441.8387560171774,248.06138230520557,228.3323165125889,195.9933838972772,221.2087929273966,137.74085128035972,127.74621885050716,107.02165654399371,122.8662822979042
2026-07-05 12:00:00,WP092026,0,2026-07-07 12:00:00,2 days 00:00:00,48,16.44,136.47,929.6,120.5,25.15053202537081,411.1435387457852,349.6423283109051,333.04610331672205,374.4982075089274,244.94779538540712,225.40992266225436,195.2933033149932,220.7536683554468,134.73619297060677,125.18316261356456,106.40226856880398,120.3092827937084
2026-07-05 12:00:00,WP092026,0,2026-07-07 18:00:00,2 days 06:00:00,54,16.96,135.46,912.5,141.0,17.26456905500754,334.99600028005983,288.0570106814398,267.27463122735384,309.10699388955305,165.05915313387075,144.94181357342384,128.05774816926098,148.5053193161384,91.3661672327422,82.12701267598948,68.72312804545777,81.90175696056806
2026-07-05 12:00:00,WP092026,0,2026-07-08 00:00:00,2 days 12:00:00,60,17.3,134.12,919.1,133.0,54.34031260533945,562.0047491804341,497.8708658990198,450.5614762090421,515.9005967845686,263.1284614423339,240.4959397528619,211.0977464281371,235.4460723140479,144.7867160594605,135.561126198913,115.63416319286452,130.60941806816325
2026-07-05 12:00:00,WP092026,0,2026-07-08 06:00:00,2 days 18:00:00,66,17.43,132.94,913.6,139.2,40.08109908362803,493.55193611224377,419.60433620357054,392.8893022019956,474.1003270230635,307.07744261107865,278.1127045543378,247.4467066919526,279.40704874472374,169.18389595078023,157.49591862127863,135.2177946432384,153.122422656016
2026-07-05 12:00:00,WP092026,0,2026-07-08 12:00:00,3 days 00:00:00,72,17.75,131.91,912.6,135.8,20.111251918057405,404.40290065518457,344.7316058855504,313.6787857447089,370.2930889892668,234.88694994928755,210.22547661550925,182.80622865161516,212.2968114815003,129.7949391113384,119.44020461676836,101.08472194985734,116.23962768261616
2026-07-05 12:00:00,WP092026,0,2026-07-08 18:00:00,3 days 06:00:00,78,18.26,131.23,920.7,124.5,45.30571548831252,433.2851296542046,391.28913721708193,368.3235373157983,397.14500511724486,172.56907638249206,163.09208226614402,144.0409387466737,159.01420723958887,97.94067977597965,93.0314078281292,77.77146895490719,88.15563515851105
2026-07-05 12:00:00,WP092026,0,2026-07-09 00:00:00,3 days 12:00:00,84,18.71,130.43,920.9,131.3,2.380632169651662,298.2769664154655,265.7146354456355,245.9197331039749,282.32725795219176,104.23554527757682,90.47906930586048,80.77817245167262,95.571267191059,58.05813664011528,52.74964190455039,44.07323061023071,52.46703712273691
2026-07-05 12:00:00,WP092026,0,2026-07-09 06:00:00,3 days 18:00:00,90,19.41,129.8,918.7,125.2,48.48111064025586,504.4281188253574,481.1604096755369,426.8304539251212,447.2896652345494,265.691668439581,260.99685658920663,224.23680524552032,239.75674880335333,151.0029538497388,145.47269640595755,124.3911213854197,135.07725705809705
2026-07-05 12:00:00,WP092026,0,2026-07-09 12:00:00,4 days 00:00:00,96,20.09,129.09,906.5,136.8,25.01181429793808,480.3147743585061,456.58714080923824,409.2848365999787,437.4513606147822,186.0391093670197,173.6306599682873,150.58952005379106,170.59962467921633,105.01205036578575,99.1354630573374,82.60287941064664,93.43592918255575
2026-07-05 12:00:00,WP092026,0,2026-07-09 18:00:00,4 days 06:00:00,102,21.24,128.47,924.1,125.2,20.188240003701782,386.87134455567457,356.1553748807422,293.24337138460623,348.02299710902787,228.1459867291688,205.99294844391932,173.23094905988643,198.1754000166888,123.55483788263548,114.07820283344248,94.36857336575812,109.16172272511233
2026-07-05 12:00:00,WP092026,0,2026-07-10 00:00:00,4 days 12:00:00,108,22.15,127.48,927.3,122.9,11.507156666174758,445.76438341421385,416.5193588088941,350.1531613401263,380.8515709504609,132.3686176111044,115.53584183864288,93.93092697740306,112.639563044566,68.66258346115359,61.43338966482938,50.57272539929332,60.2777039698536
2026-07-05 12:00:00,WP092026,0,2026-07-10 06:00:00,4 days 18:00:00,114,22.86,126.78,929.6,111.6,32.117990763963434,533.9765513009513,491.6396060756248,409.32446192108176,489.4658729965314,340.17188394649577,315.5747757682185,272.4416263169435,303.16908641617374,186.41740466909783,175.94094665767187,150.29854121073714,165.5994769191613
2026-07-05 12:00:00,WP092026,0,2026-07-10 12:00:00,5 days 00:00:00,120,23.67,125.72,930.6,106.4,62.92405916265375,525.8959156654819,481.6050965688319,424.0203973360895,458.3149518615992,228.3587124833566,211.49626279125005,182.3380025935303,203.5742332642085,124.32279812038314,116.816198043834,97.7947681016476,109.50857688502036
