track,sample,lon,lat,pressure
Invest_AIGEFS,14,118.0,15.25,988.0056
Invest_AIGEFS,14,116.5,16.75,981.60187
Invest_AIGEFS,14,115.25,18.5,974.2665
Invest_AIGEFS,14,157.25,14.0,975.3533
Invest_AIGEFS,14,155.75,15.25,975.91815
Invest_AIGEFS,14,153.25,16.75,976.10376
Invest_AIGEFS,14,151.0,17.5,971.497
Invest_AIGEFS,14,148.0,18.25,974.85724
Invest_AIGEFS,14,145.25,18.5,973.74744
Invest_AIGEFS,14,142.25,18.75,971.9867
Invest_AIGEFS,14,139.25,18.25,970.78455
Invest_AIGEFS,14,135.5,18.25,970.6264
Invest_AIGEFS,14,132.5,18.0,966.3159
Invest_AIGEFS,14,129.5,18.0,964.1883
Invest_AIGEFS,14,126.25,17.75,960.6199
Invest_AIGEFS,15,161.5,47.5,984.02893
Invest_AIGEFS,15,163.5,47.75,980.7255
Invest_AIGEFS,15,167.75,48.75,984.197
Invest_AIGEFS,15,170.0,50.75,988.6315
Invest_AIGEFS,15,171.25,51.75,993.6707
Invest_AIGEFS,15,118.5,15.75,996.6033
Invest_AIGEFS,15,116.0,16.25,997.54474
Invest_AIGEFS,15,115.0,17.0,989.64655
Invest_AIGEFS,15,113.5,17.75,980.46594
Invest_AIGEFS,15,112.5,19.25,975.6906
Invest_AIGEFS,15,111.5,21.0,973.6247
Invest_AIGEFS,15,110.25,22.75,982.9102
Invest_AIGEFS,15,153.0,18.25,981.6951
Invest_AIGEFS,15,150.75,19.5,973.5363
Invest_AIGEFS,15,149.0,20.0,971.4221
Invest_AIGEFS,15,147.5,21.0,966.84015
Invest_AIGEFS,15,146.25,21.75,963.03925
Invest_AIGEFS,15,145.25,22.75,953.10406
Invest_AIGEFS,15,144.0,24.25,963.5946
Invest_AIGEFS,15,142.25,25.5,959.7765
Invest_AIGEFS,15,140.75,26.5,958.71826
Invest_AIGEFS,16,161.75,47.5,984.2882
Invest_AIGEFS,16,164.5,48.5,980.8323
Invest_AIGEFS,16,167.25,48.75,982.82007
Invest_AIGEFS,16,168.75,50.5,986.77295
Invest_AIGEFS,16,171.0,50.75,991.8077
Invest_AIGEFS,16,118.0,13.75,988.13226
Invest_AIGEFS,16,116.0,14.5,981.4657
Invest_AIGEFS,16,114.5,15.25,968.6315
Invest_AIGEFS,16,113.5,16.0,960.4933
Invest_AIGEFS,16,112.0,17.75,963.6395
Invest_AIGEFS,16,110.5,18.75,963.73047
Invest_AIGEFS,16,108.75,20.0,969.2502
Invest_AIGEFS,16,107.75,21.25,964.36487
Invest_AIGEFS,16,150.5,16.75,969.7102
Invest_AIGEFS,16,148.0,17.25,965.59515
Invest_AIGEFS,16,145.75,18.0,957.68774
Invest_AIGEFS,16,143.75,18.75,956.9051
Invest_AIGEFS,16,141.75,20.0,947.53705
Invest_AIGEFS,16,140.0,21.5,950.969
Invest_AIGEFS,16,138.0,23.0,954.5689
Invest_AIGEFS,16,136.25,24.75,954.53516
Invest_AIGEFS,17,162.0,47.75,984.65466
Invest_AIGEFS,17,163.25,48.0,983.53485
Invest_AIGEFS,17,166.75,49.25,986.0321
Invest_AIGEFS,17,169.25,50.0,989.8108
Invest_AIGEFS,17,171.25,51.25,994.5011
Invest_AIGEFS,17,117.75,16.0,994.7611
Invest_AIGEFS,17,116.5,16.5,988.8964
Invest_AIGEFS,17,114.75,17.75,985.1699
Invest_AIGEFS,17,113.25,19.25,977.67596
Invest_AIGEFS,17,111.75,21.0,972.315
Invest_AIGEFS,17,111.0,22.75,977.3469
Invest_AIGEFS,17,154.75,12.75,981.7771
Invest_AIGEFS,17,152.5,14.0,981.5718
Invest_AIGEFS,17,150.0,15.0,976.372
Invest_AIGEFS,17,147.25,16.0,965.6791
Invest_AIGEFS,17,143.75,16.25,966.2435
Invest_AIGEFS,17,140.5,17.0,966.27167
Invest_AIGEFS,17,137.0,17.25,958.6485
Invest_AIGEFS,17,134.0,17.75,952.78174
Invest_AIGEFS,17,131.5,18.0,946.6543
Invest_AIGEFS,17,129.25,18.5,949.378
Invest_AIGEFS,18,162.0,47.5,984.5795
Invest_AIGEFS,18,164.5,48.75,980.1811
Invest_AIGEFS,18,166.5,50.0,982.4879
Invest_AIGEFS,18,167.0,50.0,986.4941
Invest_AIGEFS,18,120.25,12.5,991.5769
Invest_AIGEFS,18,118.0,14.5,987.1209
Invest_AIGEFS,18,115.75,15.75,980.8258
Invest_AIGEFS,18,114.0,16.25,967.1697
Invest_AIGEFS,18,112.5,17.5,962.5698
Invest_AIGEFS,18,111.5,18.75,956.3448
Invest_AIGEFS,18,110.5,19.75,950.9292
Invest_AIGEFS,18,110.25,21.0,958.67865
Invest_AIGEFS,18,152.25,15.0,972.9575
Invest_AIGEFS,18,150.75,15.5,971.32654
Invest_AIGEFS,18,149.75,16.25,969.52783
Invest_AIGEFS,18,148.25,17.5,968.3953
Invest_AIGEFS,18,146.5,18.0,965.00726
Invest_AIGEFS,18,145.0,19.25,961.4558
Invest_AIGEFS,18,143.25,20.0,958.4625
Invest_AIGEFS,18,141.5,21.25,955.5786
Invest_AIGEFS,18,139.25,22.25,958.2946
Invest_AIGEFS,19,161.75,47.5,983.63275
Invest_AIGEFS,19,164.5,47.25,980.66675
Invest_AIGEFS,19,168.5,49.0,983.43256
Invest_AIGEFS,19,169.5,51.0,988.5281
Invest_AIGEFS,19,169.5,51.0,992.81537
Invest_AIGEFS,19,173.25,53.0,997.1755
Invest_AIGEFS,19,116.25,14.25,994.86475
Invest_AIGEFS,19,115.25,15.75,982.0555
Invest_AIGEFS,19,151.75,12.75,980.4157
Invest_AIGEFS,19,112.25,18.25,971.0889
Invest_AIGEFS,19,146.75,14.25,969.13666
Invest_AIGEFS,19,144.25,14.75,963.5121
Invest_AIGEFS,19,141.0,15.75,964.8575
Invest_AIGEFS,19,137.75,16.0,957.3164
Invest_AIGEFS,19,134.5,16.75,963.13416
